case_id,reason_code,product_category,payment_method,order_value,time_to_dispute_days,days_remaining_to_respond,delivery_confirmed,communication_logs_present,device_ip_match_score,listing_accuracy_score,customer_prior_disputes,customer_account_age_days,_true_win_prob_debug_only,merchant_won
9480c571-cfe9-4f85-95dd-03b19e654972,not_as_described,groceries,netbanking,442.08,20,8,delivered_no_signature,True,0.712,0.574,0,708,0.4838,True
2627bd04-ebb3-4399-81e2-c820959b2217,not_as_described,home_goods,wallet,1707.7,9,21,signed_confirmation,True,0.877,0.598,1,203,0.2833,False
aa5e93ee-32c8-47dd-81e7-77677d40ae8a,duplicate_charge,beauty,card,2091.25,2,4,not_shipped,True,0.624,0.513,1,94,0.598,True
3bee38f0-b8ac-4dcc-a0e8-34987ae83d04,not_as_described,groceries,wallet,2802.98,14,19,signed_confirmation,True,0.503,0.797,0,67,0.8341,True
02fd60ce-fad2-468a-982c-382a803cbdc6,duplicate_charge,beauty,upi,1061.45,12,4,delivered_no_signature,True,0.879,0.664,0,654,0.7378,False
aa28298c-f534-445c-924c-564e6006974c,subscription_not_cancelled,digital_goods,upi,547.14,3,2,signed_confirmation,False,0.332,0.566,0,175,0.6325,False
80aa01aa-87e1-40da-a291-275903d5a87c,duplicate_charge,electronics,upi,930.66,13,16,signed_confirmation,False,0.248,0.41,0,122,0.3054,False
51f2d575-c9fb-4812-90f9-a78f4c681491,item_not_received,electronics,card,2455.83,1,16,signed_confirmation,False,0.412,0.42,1,78,0.7517,True
281e45cb-307d-4ff4-9a01-4d456eda4a0d,item_not_received,electronics,upi,340.06,5,13,signed_confirmation,True,0.274,0.337,0,438,0.8252,False
772353c0-253f-4057-933e-dc60ed445532,item_not_received,beauty,upi,253.3,22,15,signed_confirmation,False,0.351,0.694,3,411,0.7378,True
adf3b8b8-26f7-46e6-87b5-f988d46946cb,item_not_received,digital_goods,card,308.68,2,12,delivered_no_signature,False,0.688,0.9,0,383,0.4573,False
9046d725-c1be-49a3-a5ce-9fda108887de,fraud_card_not_present,beauty,wallet,359.19,51,12,delivered_no_signature,False,0.54,0.822,1,260,0.6352,True
4419a312-6056-476a-b0e4-0d01554b9dfd,fraud_card_not_present,groceries,netbanking,567.91,19,6,signed_confirmation,False,0.583,0.645,0,58,0.7088,False
723a7642-43e8-4cb6-b84d-3b5b8d93cb98,fraud_card_not_present,groceries,upi,526.1,1,7,in_transit,False,0.454,0.561,1,190,0.7789,True
ea8fba2b-dacc-4208-8818-ca700815a983,duplicate_charge,digital_goods,card,378.64,29,2,signed_confirmation,False,0.761,0.507,1,231,0.6379,True
2e0339a2-daf2-4369-9f66-bc48ee2fcbb1,not_as_described,digital_goods,netbanking,1313.05,3,21,not_shipped,True,0.417,0.686,0,663,0.753,True
02118a7b-e77a-4bbb-aecf-de350bfc0260,fraud_card_not_present,digital_goods,card,722.39,3,21,signed_confirmation,False,0.206,0.809,0,439,0.1846,False
0a090400-d546-4eed-8b32-f8e9c9231647,item_not_received,beauty,upi,1218.83,37,15,delivered_no_signature,False,0.422,0.65,1,179,0.5398,True
915a93d2-4c55-41fc-a3c1-f70b8815da6f,not_as_described,digital_goods,upi,567.99,4,12,not_shipped,False,0.676,0.571,0,736,0.3086,False
60090daf-8694-4ebc-aed8-4075df4223a6,item_not_received,groceries,card,1106.01,3,14,signed_confirmation,True,0.297,0.241,1,819,0.959,True
52d5a6a8-8936-49f0-8531-88b46c05350b,subscription_not_cancelled,beauty,card,354.46,8,19,signed_confirmation,False,0.726,0.544,1,717,0.4597,False
2d26e65e-3dc0-4d1c-b770-95c6704d820d,not_as_described,groceries,wallet,1561.43,3,19,signed_confirmation,False,0.26,0.664,0,1365,0.4114,True
c9a2c231-a8d7-4e81-82b0-c12fe982e811,fraud_card_not_present,groceries,card,955.28,21,17,not_shipped,False,0.443,0.728,0,433,0.0608,False
18c4f5c0-6236-4832-bd30-39f148bef403,item_not_received,home_goods,upi,701.62,11,19,signed_confirmation,False,0.073,0.89,1,99,0.8984,True
a605030f-0ea5-470c-88da-420a95597309,fraud_card_not_present,digital_goods,wallet,701.34,17,3,in_transit,True,0.539,0.695,0,142,0.4423,True
4fae13cf-4c20-4145-ae6f-82581afe525d,fraud_card_not_present,electronics,upi,779.9,4,13,signed_confirmation,False,0.143,0.897,0,103,0.3738,False
fa6f8f61-ac7a-4a7f-b1ec-76ae9949da31,fraud_card_not_present,home_goods,card,2652.9,29,10,signed_confirmation,False,0.777,0.274,0,1046,0.589,False
340a13c8-ac63-4fec-8cf6-a67ce6d9c492,fraud_card_not_present,digital_goods,upi,867.06,6,8,in_transit,False,0.41,0.405,0,54,0.4682,True
1f338693-a39b-4c15-9266-7dff2b3248f4,item_not_received,beauty,wallet,1889.01,3,20,signed_confirmation,False,0.578,0.954,0,14,0.8313,True
22206643-05dd-477e-a743-df047c0f6dc4,fraud_card_not_present,groceries,netbanking,2322.15,9,18,delivered_no_signature,True,0.312,0.65,0,130,0.2944,True
56d84b11-ba01-4ea5-8ace-00905eb0beea,fraud_card_not_present,digital_goods,card,1377.95,13,3,delivered_no_signature,True,0.245,0.493,1,94,0.4961,False
21f422d3-2415-4d2a-97cd-cfeafd2d2e2f,fraud_card_not_present,beauty,netbanking,2061.42,9,3,signed_confirmation,True,0.695,0.214,2,23,0.3778,True
2a49c58e-7c6e-4e17-9448-557cb1c14e85,duplicate_charge,apparel,card,1513.44,3,9,delivered_no_signature,False,0.415,0.831,0,65,0.419,True
3b85e9d2-5d07-432c-8cab-067c0a84298e,duplicate_charge,electronics,card,1016.37,2,10,delivered_no_signature,False,0.858,0.331,0,157,0.6144,False
53a7865a-5788-48a1-9bcb-70d1c7167d10,item_not_received,electronics,card,2051.62,5,1,delivered_no_signature,True,0.394,0.453,0,1097,0.9228,True
dc41daa5-abbd-41df-b681-fa1fabdf9bf1,fraud_card_not_present,home_goods,card,886.2,2,1,signed_confirmation,True,0.215,0.429,1,57,0.4047,False
3eb3b974-c9aa-4092-894b-40a98780113a,not_as_described,apparel,wallet,591.87,1,14,delivered_no_signature,True,0.675,0.774,0,407,0.8004,True
bcc38a22-24a7-4d22-8dc6-3b1543a6cb5e,item_not_received,home_goods,card,954.57,1,10,in_transit,False,0.466,0.861,0,184,0.371,True
773ce5a8-2db0-4fff-9ce5-7ac3de3a41e5,duplicate_charge,electronics,upi,1464.96,5,20,delivered_no_signature,False,0.566,0.698,0,1335,0.2752,True
177ab34a-f629-4ce1-a4e4-3ebb2e4c5884,duplicate_charge,electronics,card,1486.2,19,11,signed_confirmation,False,0.868,0.96,4,332,0.3933,True
6eb5dcaf-94b6-4a4d-a5dc-185de72064ad,duplicate_charge,electronics,upi,759.47,35,18,not_shipped,True,0.414,0.917,0,418,0.933,True
fca261cf-f507-4dde-983b-a97b061b93ce,item_not_received,apparel,upi,5333.34,11,17,in_transit,True,0.407,0.225,0,949,0.2366,False
75e39539-35b6-495a-9012-a57ebe60f711,fraud_card_not_present,apparel,card,1379.55,22,7,signed_confirmation,False,0.455,0.35,0,210,0.7426,False
463044ba-f39e-4b1f-a0ee-f1ec5d82fee3,item_not_received,digital_goods,netbanking,798.28,1,20,in_transit,False,0.884,0.575,0,1491,0.6818,True
4e730994-32b6-4a6c-9e3b-77fdc7d5afe6,item_not_received,beauty,wallet,725.74,5,21,signed_confirmation,False,0.609,0.717,1,119,0.6099,True
1e4abcbc-3097-4b9d-bc70-50c8d6d06722,fraud_card_not_present,apparel,wallet,2446.7,18,6,signed_confirmation,False,0.416,0.93,0,237,0.4634,False
a4f19670-60f3-4ca1-aafc-9db2d93cf500,fraud_card_not_present,digital_goods,upi,394.46,5,12,delivered_no_signature,True,0.522,0.843,1,314,0.5325,True
e7b5dedf-6145-4d05-b660-c12b056c7332,item_not_received,beauty,upi,3913.58,1,20,delivered_no_signature,False,0.605,0.864,0,101,0.3737,False
b08b9fb6-f268-429c-8ce3-35ade7df7dce,not_as_described,electronics,upi,3617.15,15,21,signed_confirmation,False,0.353,0.95,1,276,0.5293,True
34c15de5-46fb-4f90-9442-f54f744a3a7c,item_not_received,beauty,card,524.16,18,14,delivered_no_signature,False,0.392,0.393,0,166,0.6548,False
26fb7a3c-bcae-4be8-9e80-fa551db3ae75,item_not_received,apparel,upi,2383.64,3,15,signed_confirmation,True,0.517,0.701,1,111,0.9789,True
282fc37a-673d-443e-a653-e0fdbad818db,not_as_described,beauty,upi,2237.44,1,13,signed_confirmation,True,0.574,0.335,1,800,0.186,False
9a36135a-ea5b-4f6d-9d06-a8dac9394558,fraud_card_not_present,electronics,upi,892.32,13,8,signed_confirmation,False,0.886,0.81,0,1407,0.4784,False
cd102e0a-c3ec-40c8-820d-e363e0806f7c,duplicate_charge,electronics,netbanking,477.5,4,19,not_shipped,True,0.059,0.403,1,827,0.6167,False
660eaa98-dd0a-4eee-9b62-d969c8798d89,fraud_card_not_present,digital_goods,upi,195.72,6,11,signed_confirmation,False,0.67,0.56,0,19,0.5015,False
31cac34c-8997-4bd2-b9eb-841e02713163,fraud_card_not_present,groceries,card,575.76,1,11,signed_confirmation,True,0.596,0.834,0,230,0.4645,True
39902de8-35a9-44b5-b660-78284d95f4fa,duplicate_charge,digital_goods,card,457.83,11,18,delivered_no_signature,False,0.125,0.132,1,144,0.6657,False
8fec7ba3-d15a-4a0e-a63f-71351a559c9c,item_not_received,apparel,card,295.51,2,7,signed_confirmation,False,0.36,0.777,1,2310,0.9288,True
12bfaeae-8a35-40b6-b7b4-401079f8c3f0,not_as_described,digital_goods,upi,2550.31,6,2,delivered_no_signature,False,0.519,0.648,2,159,0.5265,True
cdadb7be-7693-4f56-a629-de92bc97c357,fraud_card_not_present,home_goods,card,3544.06,16,11,in_transit,False,0.432,0.655,3,444,0.1897,True
49ae2064-2487-4ece-add6-430aa41a7666,duplicate_charge,groceries,card,731.74,17,14,in_transit,False,0.736,0.585,3,105,0.311,False
2b501f36-a07d-4c3b-8ef6-0c5ebb89497f,subscription_not_cancelled,home_goods,upi,192.0,3,10,signed_confirmation,True,0.143,0.612,2,6,0.758,True
a212ea71-efa5-4a99-825f-a11ae274e235,item_not_received,home_goods,card,636.7,8,20,not_shipped,False,0.659,0.833,0,76,0.0233,False
a84f3cb9-0fd5-4e2c-89c9-9a1e1cd83be0,item_not_received,groceries,card,2183.57,28,7,signed_confirmation,False,0.25,0.495,1,542,0.3032,False
edb13d7f-16a8-4f43-9f7b-d27661c8a3cb,fraud_card_not_present,groceries,card,1096.04,2,3,in_transit,False,0.594,0.661,0,196,0.3848,False
9a09b7d6-c371-4b30-995d-8a66e732adec,fraud_card_not_present,beauty,upi,1042.39,3,18,not_shipped,False,0.347,0.44,1,14,0.3758,True
dd3b69da-83aa-4507-aae1-f8faddf1c900,subscription_not_cancelled,groceries,upi,288.05,5,5,signed_confirmation,False,0.431,0.691,0,631,0.6424,True
5b8f9c30-6ca0-4377-8ae6-17e89295e110,not_as_described,apparel,card,5861.63,1,18,delivered_no_signature,False,0.361,0.659,1,204,0.7994,True
269b8fb2-f785-4476-bcc5-a78d2232d058,item_not_received,apparel,wallet,329.46,36,18,signed_confirmation,False,0.495,0.421,1,586,0.3578,False
da69b104-fee5-44dc-aed6-33108dde4f53,duplicate_charge,beauty,upi,2120.51,59,7,signed_confirmation,False,0.403,0.467,1,143,0.8258,True
7fd41762-e2ee-481e-8a44-87ad6f36e99a,item_not_received,digital_goods,upi,1046.17,1,18,in_transit,True,0.392,0.454,0,866,0.7127,True
d4fbed65-bbe0-4a51-9438-2891133ae01e,not_as_described,apparel,upi,639.01,4,15,delivered_no_signature,True,0.749,0.903,1,2346,0.7625,False
d58700ff-ad0d-4361-98ee-3b22432009af,subscription_not_cancelled,groceries,wallet,791.58,5,5,delivered_no_signature,True,0.234,0.612,1,1594,0.5929,False
a2299e31-5a8f-4ada-96b1-70893c28c960,duplicate_charge,beauty,upi,759.55,2,17,delivered_no_signature,False,0.859,0.365,1,799,0.5805,True
aad89908-6c83-4bce-9da3-dd057a4143be,fraud_card_not_present,electronics,card,656.88,3,1,in_transit,False,0.707,0.222,1,665,0.2753,False
88cd1eac-ffb2-422b-ba5e-3294807b8baf,not_as_described,beauty,card,1231.75,6,9,delivered_no_signature,False,0.419,0.926,0,851,0.6095,True
238933d6-8947-4514-bf52-21dca5035a45,subscription_not_cancelled,digital_goods,card,817.21,12,1,delivered_no_signature,False,0.458,0.514,2,405,0.6611,True
1ca22aa4-d65c-460e-a939-fa95de4082b2,not_as_described,home_goods,card,5489.44,33,6,signed_confirmation,True,0.653,0.474,1,376,0.7021,True
85e1bd9f-2547-452f-9feb-0b6cca28f86c,item_not_received,home_goods,card,2818.35,1,18,delivered_no_signature,True,0.477,0.791,0,170,0.8859,True
2f111bbc-04c8-45af-ae0f-047dbf67264f,item_not_received,beauty,upi,268.55,2,21,delivered_no_signature,False,0.103,0.457,1,225,0.8763,True
30251bd8-c2ab-48c4-b099-d2bc3956ea19,fraud_card_not_present,beauty,upi,898.05,4,18,in_transit,True,0.298,0.488,1,811,0.1355,False
9d4033a7-db6a-4a12-8844-7d948f8d1b91,duplicate_charge,beauty,upi,1234.44,39,9,signed_confirmation,True,0.702,0.588,0,79,0.7504,True
e3588b6a-6447-4e24-9040-5cad2a5caab9,duplicate_charge,home_goods,netbanking,2792.26,19,5,delivered_no_signature,True,0.607,0.702,1,1028,0.8493,False
e9e15510-277b-4c60-b2bc-ef42347b28fa,not_as_described,digital_goods,upi,696.19,6,12,delivered_no_signature,True,0.923,0.875,0,363,0.8373,True
736aee88-78e9-4c2e-8e25-cea4e6e00ec4,not_as_described,home_goods,upi,344.16,2,17,signed_confirmation,False,0.971,0.727,0,210,0.5708,False
032d3118-24cb-4e59-84c6-3065cfa2df6c,fraud_card_not_present,home_goods,card,1428.71,14,12,delivered_no_signature,False,0.711,0.776,2,250,0.4305,False
2b612611-ac52-414c-8006-c3cd52f02bb5,duplicate_charge,electronics,card,1947.3,6,6,signed_confirmation,False,0.385,0.166,2,166,0.4636,True
95984ed7-ac45-4c1e-9b2d-6cbdeab7190b,duplicate_charge,digital_goods,card,238.58,2,6,signed_confirmation,False,0.93,0.755,0,36,0.4964,True
f4d0f8e4-c8fa-497e-ba89-b9d2380f2ad0,item_not_received,apparel,card,467.15,13,8,signed_confirmation,True,0.69,0.718,1,505,0.6765,True
c29e03e5-1ae6-489e-b851-8fc641c579db,item_not_received,home_goods,wallet,491.14,10,9,signed_confirmation,True,0.162,0.587,1,38,0.81,True
2e7fb7d6-f8b5-4e38-9fef-6c4de32b4595,not_as_described,groceries,card,231.31,5,5,not_shipped,False,0.829,0.978,0,128,0.6954,False
a25d76b9-0c65-4740-9617-9011cb62585e,not_as_described,apparel,card,3298.91,30,2,signed_confirmation,False,0.21,0.405,2,46,0.3438,False
d754c4bc-cf44-42b0-8527-185230ca3f07,duplicate_charge,groceries,upi,888.74,12,7,in_transit,True,0.587,0.199,2,337,0.8425,True
049e32ce-e92f-4fcb-9332-a5279664e6b9,not_as_described,electronics,card,807.76,20,7,signed_confirmation,False,0.677,0.533,0,233,0.949,True
1f05ad65-85c6-4ffc-bf84-15ebaf3af317,not_as_described,home_goods,netbanking,440.02,7,19,not_shipped,False,0.134,0.722,0,30,0.6876,False
93bfe66e-3cbe-4b7f-bc8c-ca1dc3f69cb7,duplicate_charge,groceries,netbanking,2108.39,1,21,signed_confirmation,False,0.466,0.8,1,579,0.4971,True
87ec1d58-7083-47bf-9d6a-59213a0b9f57,subscription_not_cancelled,digital_goods,wallet,2305.54,18,11,in_transit,False,0.845,0.682,0,597,0.8321,False
f9407eea-59f2-4ba0-bd05-39a7e84623fa,fraud_card_not_present,digital_goods,card,1828.35,1,10,signed_confirmation,False,0.508,0.2,0,60,0.8016,True
7a75de25-a362-499e-bfe1-d87857f97b96,item_not_received,digital_goods,wallet,1147.56,7,13,signed_confirmation,True,0.509,0.765,2,53,0.9018,True
3ab07f2c-4e52-43be-bab6-be94a89eeb1c,subscription_not_cancelled,home_goods,card,391.49,11,4,signed_confirmation,False,0.355,0.456,0,195,0.7555,True
45c16bb5-9689-45a7-a5e1-52ebbb3c416b,duplicate_charge,electronics,upi,526.76,6,21,signed_confirmation,False,0.366,0.58,2,346,0.4944,True
71f09f16-c3cf-4223-9c5d-8839ffc5950c,item_not_received,digital_goods,wallet,1155.32,2,17,delivered_no_signature,True,0.796,0.764,0,149,0.7452,True
5f24a650-cfa4-46ac-a425-954dbfc128de,item_not_received,groceries,card,1308.72,1,21,signed_confirmation,False,0.928,0.98,1,504,0.794,True
7ddca367-945a-43a6-949b-e44262ad9a57,item_not_received,apparel,card,1138.67,3,19,signed_confirmation,False,0.685,0.582,0,290,0.924,True
95b8e6cd-074c-44b1-abdf-eee148da6b16,subscription_not_cancelled,home_goods,upi,1129.89,19,16,signed_confirmation,False,0.802,0.614,1,202,0.6646,False
2d07c5f8-a305-4084-bf2e-ec06fd7d5667,item_not_received,groceries,card,1420.02,3,19,signed_confirmation,False,0.38,0.729,3,863,0.8006,True
839a9ceb-408a-4b4d-ba00-43762b2be517,item_not_received,beauty,netbanking,393.76,9,5,not_shipped,True,0.845,0.57,0,309,0.0744,False
c7bf98f1-a3bb-42c5-a184-a0b49a904be2,fraud_card_not_present,beauty,upi,879.72,18,9,delivered_no_signature,False,0.687,0.575,2,1353,0.6552,False
177ba0a1-9cb7-4527-ba0a-4cf59974406a,duplicate_charge,digital_goods,wallet,356.69,14,17,delivered_no_signature,False,0.278,0.695,0,307,0.2911,True
7cb33b97-613e-4b82-b2c7-699326e038af,duplicate_charge,beauty,upi,5705.81,7,9,signed_confirmation,False,0.585,0.458,0,238,0.2363,False
9594890f-69d6-4b72-b9f6-a5a060503916,item_not_received,digital_goods,upi,543.39,2,18,signed_confirmation,False,0.324,0.505,0,549,0.8667,True
bac118e5-f6e5-424f-bb40-4de33696c26b,subscription_not_cancelled,apparel,upi,262.27,33,12,not_shipped,False,0.908,0.666,1,111,0.1756,False
1bed5359-f267-43ca-984e-9ae5952a4061,duplicate_charge,home_goods,card,151.54,6,1,delivered_no_signature,False,0.77,0.74,0,12,0.5042,False
142cacb9-c84f-4bc2-ba68-1c8784e88d67,fraud_card_not_present,beauty,card,428.82,20,6,signed_confirmation,True,0.12,0.93,0,195,0.3094,False
4cf31315-f490-48a1-b3ac-eaa87bf3d0b6,item_not_received,electronics,card,1621.65,3,11,signed_confirmation,True,0.848,0.557,1,300,0.9279,True
bcab2a5c-dfbc-4f63-969d-29d8d7d6ccd9,item_not_received,electronics,netbanking,1187.99,14,4,signed_confirmation,False,0.093,0.443,0,704,0.7538,True
b177a418-8478-4997-b179-334a67cf5e35,duplicate_charge,beauty,upi,920.01,5,12,delivered_no_signature,False,0.054,0.197,0,248,0.4044,True
c32abcbf-054a-4235-a1b4-cd1e63c8e112,not_as_described,groceries,upi,330.37,5,14,in_transit,False,0.386,0.527,0,299,0.3289,False
fa24d586-35fb-499e-b569-03e073649625,fraud_card_not_present,home_goods,wallet,2481.45,20,14,signed_confirmation,True,0.627,0.542,0,1021,0.4824,True
0a3c5a35-35b5-49d0-9d89-be5110dda1a8,not_as_described,groceries,card,2364.49,17,18,delivered_no_signature,False,0.267,0.744,1,190,0.7152,True
e7d1e543-65c7-4bb3-b4f4-1ef524602202,fraud_card_not_present,home_goods,card,1030.43,18,11,signed_confirmation,False,0.387,0.31,0,16,0.2839,False
8a4eb574-949a-4d9d-a568-187660087c23,subscription_not_cancelled,home_goods,wallet,2240.87,1,2,not_shipped,False,0.229,0.447,2,229,0.5342,False
82e5d228-d8cc-47ef-be85-de34b1661300,fraud_card_not_present,electronics,upi,1283.3,24,20,signed_confirmation,True,0.285,0.359,2,160,0.1632,False
62d17621-0182-482e-829c-444c0d9655a2,subscription_not_cancelled,digital_goods,card,97.22,1,13,in_transit,False,0.15,0.856,1,633,0.5665,False
51b39f15-b26f-437d-83a5-44cb1d56fb66,fraud_card_not_present,home_goods,card,734.7,10,8,delivered_no_signature,False,0.345,0.092,0,696,0.7246,True
1a177d5d-4962-4b9c-9756-f48d47f87e8d,item_not_received,home_goods,upi,4434.25,10,16,signed_confirmation,True,0.657,0.855,1,232,0.9262,True
1e63f995-750c-4f3e-bd82-e3b094fb2562,not_as_described,digital_goods,card,2819.42,6,3,not_shipped,False,0.423,0.455,1,317,0.6803,True
c3a0990d-55ef-49d7-8e86-de8f76f5b074,not_as_described,digital_goods,wallet,498.04,2,5,signed_confirmation,True,0.57,0.353,0,496,0.866,True
08704a48-fc50-4559-9d1b-6d69a30da87c,duplicate_charge,electronics,wallet,324.15,33,9,not_shipped,False,0.843,0.606,1,179,0.6342,True
e9bb85c7-01a4-40a5-9925-1027754ea081,item_not_received,beauty,upi,568.41,13,11,not_shipped,False,0.444,0.306,0,347,0.0206,False
b6389264-e47b-4133-8172-cf5a84194e15,not_as_described,electronics,card,918.64,6,16,in_transit,True,0.567,0.669,0,979,0.6498,False
46ef4d35-b892-477d-95b0-a1da39ee4f75,fraud_card_not_present,apparel,card,226.48,2,21,in_transit,False,0.601,0.5,0,156,0.5471,True
03f43a5d-a3ca-4d79-a46d-c0142fa96fa3,item_not_received,electronics,card,3955.7,18,16,delivered_no_signature,True,0.577,0.67,0,359,0.8285,True
c24b0d33-6b58-42e1-a460-29798383a7bd,duplicate_charge,digital_goods,card,1760.78,24,3,not_shipped,True,0.463,0.697,0,284,0.9136,True
c69562e8-cf25-4ae3-8c94-2a9ff374c281,item_not_received,apparel,netbanking,492.43,24,16,signed_confirmation,True,0.222,0.371,1,387,0.4747,False
d6dd91e6-6e31-4ba0-b7c8-425dc856d96c,item_not_received,beauty,wallet,952.65,3,2,signed_confirmation,False,0.29,0.698,1,74,0.8589,True
8bd20ec5-9e6b-4284-8e27-3eafaf8295d6,not_as_described,home_goods,card,477.34,3,9,signed_confirmation,False,0.512,0.847,1,150,0.8268,True
d359b07f-5877-4f66-80e5-b2e697e34d28,fraud_card_not_present,home_goods,upi,595.87,10,14,signed_confirmation,True,0.506,0.78,0,71,0.8048,True
93f2ee8f-05ec-498c-b747-fa1488bf25a6,not_as_described,beauty,card,2143.04,4,14,delivered_no_signature,False,0.664,0.565,0,296,0.1801,False
17e27104-9ec5-45ec-9fe2-dc4861afb6d1,duplicate_charge,beauty,netbanking,448.75,11,15,in_transit,False,0.391,0.557,0,92,0.9248,True
3077b4f0-05e4-4063-b9d4-92c33ae52715,fraud_card_not_present,beauty,upi,771.5,10,13,signed_confirmation,False,0.493,0.756,1,94,0.3714,True
88b20c85-3850-4fc5-9b4f-5f41e7980b07,fraud_card_not_present,groceries,upi,846.17,11,10,not_shipped,True,0.286,0.796,1,118,0.1621,False
735ac651-4b91-4c6e-83c3-540f5259cacd,duplicate_charge,apparel,card,179.56,1,15,signed_confirmation,True,0.546,0.911,0,151,0.8204,True
847eee39-f2fd-46cb-bd9f-f4313771285d,not_as_described,groceries,upi,564.08,10,8,signed_confirmation,False,0.611,0.413,2,103,0.6643,True
274c3122-2cbc-43d7-96a6-00e6341c1884,not_as_described,groceries,card,767.15,2,21,not_shipped,False,0.316,0.398,1,799,0.3151,False
eac6637a-6627-4b79-8d7c-6f24004d9e20,not_as_described,digital_goods,wallet,914.1,2,3,delivered_no_signature,False,0.761,0.737,0,227,0.5302,False
7eee2403-1d3d-4df9-bafb-12789f3eb003,fraud_card_not_present,home_goods,card,224.56,2,13,signed_confirmation,False,0.815,0.864,0,48,0.5218,True
bf5a0424-5159-4027-abe1-4fbba4d82e11,item_not_received,digital_goods,card,3937.95,8,10,not_shipped,True,0.595,0.738,0,950,0.0992,False
ef4bcc07-7b3b-4011-83b9-e9b053e09f69,subscription_not_cancelled,beauty,card,620.41,11,21,in_transit,False,0.763,0.632,0,309,0.3879,False
33c3ad51-834a-4217-87f6-5317bc84bf77,not_as_described,home_goods,card,1686.49,9,10,signed_confirmation,False,0.501,0.556,1,182,0.2619,False
ac7e3756-22a1-4aaa-9805-279f9a618c5d,fraud_card_not_present,home_goods,netbanking,364.21,3,15,in_transit,False,0.45,0.898,1,1297,0.671,True
88d50bc0-7c75-42a7-8b2f-a81a0d5bf305,item_not_received,home_goods,upi,1236.52,6,6,signed_confirmation,True,0.64,0.331,0,149,0.8748,True
5085a5b4-9264-47fe-b762-eed52c8f1eae,fraud_card_not_present,apparel,upi,99.21,43,14,signed_confirmation,True,0.115,0.442,1,499,0.1433,False
278fa2db-a963-4e97-a435-2961a177b635,not_as_described,home_goods,upi,584.2,1,13,in_transit,False,0.305,0.872,0,1068,0.5922,True
e7a637e3-6f9c-48e1-ab4c-50909e4bd377,not_as_described,groceries,card,126.37,1,2,signed_confirmation,True,0.013,0.619,2,190,0.4585,False
b0d642bb-b3ad-4424-9919-af67e3a900f6,fraud_card_not_present,home_goods,card,2075.19,2,18,delivered_no_signature,False,0.542,0.287,2,338,0.255,True
61f25d69-d843-46b1-9f5e-714bb3211e12,fraud_card_not_present,electronics,upi,550.37,13,14,signed_confirmation,True,0.642,0.565,0,1225,0.3502,False
a039ae9e-4c5b-42d5-84ef-90c4a7ae0254,not_as_described,apparel,card,1077.65,1,6,delivered_no_signature,True,0.732,0.675,0,263,0.2246,False
adc85003-aff6-4d22-845f-7af9a8e4b651,not_as_described,electronics,upi,923.87,63,12,signed_confirmation,False,0.273,0.839,0,219,0.4386,True
65265058-9a0b-4cde-aabb-07d845bc6eb3,not_as_described,electronics,upi,1159.06,2,4,delivered_no_signature,True,0.013,0.911,0,193,0.6227,True
916a6b9c-fbae-4e83-bbdc-49d89a97f091,subscription_not_cancelled,digital_goods,upi,493.54,8,9,in_transit,False,0.6,0.952,2,131,0.7619,True
7195a159-a6e5-4a19-93e0-e1526c533e65,item_not_received,beauty,wallet,1464.92,12,16,signed_confirmation,True,0.354,0.652,2,483,0.9132,True
54e06ca9-2d75-406d-a422-ac158ed6e78f,fraud_card_not_present,beauty,card,191.37,11,12,signed_confirmation,False,0.801,0.671,1,120,0.7857,True
6296c4b7-0ac3-4e79-aae4-85e0c4ef3c1c,duplicate_charge,home_goods,upi,1639.85,9,14,signed_confirmation,False,0.182,0.526,0,122,0.8333,True
970b994d-7c1b-40fe-a952-bc037720a4f6,duplicate_charge,electronics,upi,720.01,16,6,delivered_no_signature,False,0.474,0.746,1,68,0.8127,True
847728eb-46e7-468b-9f39-280106d1e31d,item_not_received,electronics,upi,263.58,6,12,not_shipped,False,0.611,0.464,0,629,0.1451,False
2996c2d0-44d3-4d6d-bf2c-ca22a536a91d,subscription_not_cancelled,home_goods,card,6974.85,5,8,delivered_no_signature,False,0.133,0.59,0,361,0.4378,False
58f01465-4c9d-4e9e-b892-72c5b90e1bc3,duplicate_charge,electronics,card,566.69,3,15,delivered_no_signature,False,0.124,0.699,0,19,0.4789,False
976c898e-12e0-4ee7-8186-e0a14ba1e00e,fraud_card_not_present,apparel,upi,871.03,12,19,signed_confirmation,True,0.392,0.866,0,706,0.172,True
38b91630-a453-48d0-93a8-649f64f78226,duplicate_charge,digital_goods,netbanking,1975.64,8,4,signed_confirmation,False,0.579,0.844,0,489,0.8012,True
50182ed1-cd6c-4fe4-99f2-24795384aa0e,item_not_received,beauty,card,298.99,1,9,delivered_no_signature,True,0.619,0.485,0,64,0.5116,False
68d233de-573a-4476-91cb-1314d891f9ef,fraud_card_not_present,groceries,upi,2842.53,6,2,signed_confirmation,False,0.48,0.267,0,1067,0.3017,False
34102c4c-5f73-4f5c-a4a8-39d45a33a9b0,fraud_card_not_present,electronics,upi,682.65,9,18,signed_confirmation,True,0.65,0.433,0,96,0.6674,False
cc2ffb17-5c9c-49ea-b1f3-b9628f435096,duplicate_charge,digital_goods,card,578.53,32,16,signed_confirmation,False,0.316,0.039,0,268,0.7148,False
